ShareMessage,با پایپز دارم باهوش تر میشم! دانلود از: 
Enter,ورود 
SelectChapter,انتخاب فصل 
FTUE_Chapters,اینجا میتونی بین فصل ها جا به جا شی 
LevelsXY,مرحله ۱-۲۰ 
Buy,خرید 
Refill,پر کردن 
Get3Hints,۳ تا راهنما بگیر 
Get3IMs,۳ تا حرکت بی نهایت بگیر 
GetFullHearts,قلب هاتو تا ۵تا پر کن 
MoreOffers,پیشنهادهای بیشتر 
LockersExplain,تو مرحله 2 باز میشه 
Rating,پایپز توسط تیمی متشکل از دو توسعه دهنده سخت کوش ساخته شده. با امتیازدهی به بازی ما به هر چه بهتر شدن اون کمک کنین. از شما ممنونیم! 
FTUE_Rotate2,برای چرخوندن لمس کن  
FTUE_AllPipes2,از همه لوله ها استفاده کن 
FTUE_WaterToPlants2,تعداد حرکاتت محدوده 
FTUE_Undo2,برای برگردوندن لمس کن  
FTUE_Hint2,برای استفاده از یک راهنما لمس کن  
FTUE_IM2,برای استفاده از یک حرکت بینهایت لمس کن  
FTUE_Card2,کارت به دست اومد  
FTUE_Collection1_2,برای دیدن مجموعه لمس کن  
FTUE_Store2,تو فروشگاه چیزای بیشتری پیدا کن  
FTUE_Collection2_2,برای دیدن کارت ها روشون بزن 
FTUE_Quests2,مأموریت ها رو انجام بده و جایزه بگیر 
FTUE_Quest24_2,مأموریت های جدید در هر ۲۴ ساعت 
FTUE_Chapters_2,برای انتخاب فصل لمس کن  
ChooseTwoGifts,۲ هدیه انتخاب کن  
TwoMoreGifts,۲ هدیه بیشتر 
OutOfHearts,قلب ها تمام شده اند 
TimeToNextHeart,زمان باقی مانده تا قلب بعدی: 
RefillHearts,پر کردن قلب ها 
RateUs,امتیازدهی به ما 
LoadCloudData,آخرین ذخیره بارگذاری شود؟ 
Retry,تلاش مجدد 
