FTUE_Collection2,Chào mừng bạn đến với Bộ sưu tập! Bạn có thể nhấn bất kỳ đâu trên thẻ để xem!
FTUE_Quests,Hoàn thành các thử thách khác nhau và nhận những phần thưởng!
FTUE_Quest24,Thử thách có tại đây mỗi 24 giờ!
TapShowBoard,Chạm vào đây để xem bảng điều khiển!
TapToReturn,Chạm để quay lại!
TapToSkip,Chạm để bỏ qua!
AreYouSure,Bạn chắc chắn chứ?
YouLoseHeart,Bạn sẽ mất một Trái tim đấy!
YouWontLoseHeart, Bạn sẽ không mất một Trái tim nào!
Quit,Thoát
ShareMessage,Tôi ngày càng thông minh hơn với Pipes 😍! Tảỉ xuống từ đây:
Enter,Tiến vào
SelectChapter,Chọn Đề tài
FTUE_Chapters,Bạn có thể chuyển đổi các đề tài ở đây!
LevelsXY,Cấp độ 1-20
Buy,Mua
Refill,Nạp đầy
Get3Hints,Giành được 3 Gợi ý!
Get3IMs,Giành được 3 bước di chuyển không giới hạn!
GetFullHearts,Nạp đầy Trái tim của bạn lên mức 5!
MoreOffers,Thêm nhiều ưu đãi!
LockersExplain,Mở khóa tại màn 2
Rating,Trò chơi Ống Nước do nhóm 2 lập trình viên đầy nhiệt huyết phát triển! Hãy tưởng thưởng cho thành tích này khi đánh giá trò chơi của chúng tôi. Cảm ơn nhiều! <3
FTUE_Rotate2,Chạm để xoay!
FTUE_AllPipes2,Dùng tất cả Ống Nước!
FTUE_WaterToPlants2,Bạn có số lượt đi không giới hạn!
FTUE_Undo2,Chạm để hoàn tác!
FTUE_Hint2,Chạm để dùng gợi ý!
FTUE_IM2,Chạm để dùng một bước đi không giới hạn!
FTUE_Card2,Đã thu thập thẻ!
FTUE_Collection1_2,Chạm để xem bộ sưu tập!
FTUE_Store2,Xem thêm ở Cửa Hàng!
FTUE_Collection2_2,Chạm thẻ để xem!
FTUE_Quests2,Hoàn thành thử thách để nhận thưởng!
FTUE_Quest24_2,Thử thách mới sau 24 tiếng!
FTUE_Chapters_2,Chạm để chọn chương!
ChooseTwoGifts,Chọn 2 Món Quà!
TwoMoreGifts,2 Quà Nữa!
OutOfHearts,Hết Tim!
TimeToNextHeart,Tim tiếp theo sau:
RefillHearts,Làm đầy Trái Tim
RateUs,Đánh giá chúng tôi
LoadCloudData,Tải màn chơi lưu lần trước?
Retry,Thử lại
